titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
American Strays (1996),-,-,09/12/1996 (US),1h 37m,Love 'em or Kill 'em.,"The desert can be a lonely place for the people who live there or for those who are traveling through. It is also the teller of different stories including the story of a traveling salesman whose only commodity is death and the story of a young man who finds that the death that he wishes for is difficult to find. Others are just traveling through, on their way to another place when they stop to eat at Red's Desert Oasis. The food may not be great, and the waitress may be surly, but those who stopped at Red's will find that they are involved in the showdown of their life.","{'Director, Screenplay': 'Michael Covert'}","{'Luke Perry': 'Johnny', 'Eric Roberts': 'Martin', 'Jennifer Tilly': 'Patty Mae', 'Carol Kane': 'Helen', 'Scott Plank': 'Sonny', 'Melora Walters': 'Cindy', 'John Savage': 'Dwayne', 'Brion James': 'Oris', 'Joe Viterelli': 'Gene'}","['salesman', 'desert']",Released,English,-,"$1,910.00 ",
"Collectionneuse, La (1967)",La Collectionneuse (1967),U,03/02/1967 (FR),1h 29m,-,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.","{'Director, Writer': 'Éric Rohmer'}","{'Patrick Bauchau': 'Adrien', 'Haydée Politoff': 'Haydée', 'Daniel Pommereulle': 'Daniel', 'Alain Jouffroy': 'Writer', 'Mijanou Bardot': 'Carole', 'Annik Morice': ""Carole's Friend"", 'Dennis Berry': 'Charlie', 'Seymour Hertzberg': 'Sam', 'Néstor Almendros': ''}","[""côte d'azur"", 'menage a trois']",Released,French,-,-,
Butterfly Kiss (1995),-,-,08/18/1995 (GB),1h 28m,A story of love and redemption.,"Deeply mentally unbalanced drifter Eunice roams grim northern Britain committing psychosexual serial murders of both men and women while ostensibly searching for an unknown woman named Judith. She spares the life of lonely but kind-hearted gas station cashier Miriam, who abandons her dismal life to follow her damaged new lover. While attempting to hide the evidence of her multiple crimes, Miriam tries to understand Eunice's bizarre quest.","{'Director': 'Michael Winterbottom', 'Writer': 'Frank Cottrell Boyce'}","{'Amanda Plummer': 'Eunice', 'Saskia Reeves': 'Miriam', 'Kathy Jamieson': 'Wendy', 'Des McAleer': 'Eric McDermott', 'Lisa Riley': 'Danielle', 'Freda Dowie': 'Elsie', 'Paula Tilbrook': 'Ella', 'Fine Time Fontayne': 'Tony', 'Elizabeth McGrath': 'Waitress'}","['lesbian relationship', 'lesbian']",Released,English,-,-,
Small Wonders (1996),-,-,10/04/1996 (US),1h 17m,"When funding for the arts was cut, these kids and one great teacher decided to pull their own strings.","A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost fiddlers.",{'Director': 'Allan Miller'},"{'Roberta Guaspari': 'Self', 'Isaac Stern': 'Self', 'Itzhak Perlman': 'Self', 'Diane Monroe': 'Self', ""Mark O'Connor"": 'Self', 'Midori': 'Self'}",[],Released,English,-,-,
"First Love, Last Rites (1997)",-,R,08/07/1998 (US),1h 34m,-,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,"{'Director': 'Jesse Peretz', 'Screenplay': 'David Ryan', 'Story': 'Ian McEwan'}","{'Giovanni Ribisi': 'Joey', 'Natasha Gregson Wagner': 'Sissel', 'Donal Logue': 'Red', 'Robert John Burke': 'Henry', 'Jeannetta Arnette': ""Sissel's Mom"", 'Eli Marienthal': 'Adrian'}","['misfit', 'boring']",Released,English,"$300,000.00 ","$40,542.00 ",
"Red Dwarf, The (Le Nain rouge) (1998)",-,R,05/16/1998 (FR),1h 40m,Life begins when you snap.,"Lucien is a dwarf, who works hard in a large legal office. His only friend is trapeze circus artist Isis. One day he gets the attention of singer Paola Bendoni and falls in love with her.",{'Director': 'Yvan Le Moine'},"{'Jean-Yves Tual': ""Lucien L'Hotte"", 'Anita Ekberg': 'Paola Bendoni'}",[],Released,English,-,-,
Dangerous Ground (1997),-,R,02/12/1997 (US),1h 35m,What he wants is revenge. What he gets is the fight of his life.,"Vusi Madlazi returns to the South African village he left as a young boy to bury his father. He meets up with his brother Ernest, who tells him their other brother Stephen couldn't be contacted. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend, Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men.","{'Director, Writer': 'Darrell James Roodt', 'Writer': 'Greg Latter'}","{'Ice Cube': 'Vusi Madlazi', 'Elizabeth Hurley': 'Karen', 'Ving Rhames': 'Muki', 'Thokozani Nkosi': 'Young Vusi', 'Ron Smerczak': 'Interrogation Policeman', 'Wilson Dunster': 'Heavy Policeman', 'Sechaba Morojele': 'Ernest Madlazi', 'Peter Khubeke': 'Igqira'}",[],Released,English,-,"$3,028,094.00 ",
3 Strikes (2000),-,R,03/01/2000 (US),1h 22m,"the few, the proud, the paroled.","Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.","{'Director, Writer': 'DJ Pooh'}","{'Brian Hooks': 'Rob Douglas', ""N'Bushe Wright"": 'Juanita Johnson', 'Faizon Love': 'Tone', 'E-40': 'Mike (as E40)', 'Starletta DuPois': 'Moms Douglas', 'George Wallace': 'Pops Douglas', 'David Alan Grier': 'Detective Jenkins', 'Dean Norris': 'Officer Roberts', 'Meagan Good': 'Buela Douglas'}",['sports'],Released,English,"$6,000,000.00 ","$9,000,000.00 ",
Circus (2000),Circus (2000),18,05/05/2000 (GB),1h 35m,A Stylish Brit Thriller,"Bruno, a sadistic criminal, wants clever con man Leo out of the way. Leo and his equally clever wife, Lily, are up to something. So too is Julius: he hires Leo to kill Gloria, Julius's wife. Leo does it, but then Julius shows up with the murder on tape, saying Gloria isn't his wife - it's blackmail. Leo's bookie, Troy, is also closing in, wanting to be paid. Bruno and Lily as well as Bruno and Julius have their own scams running, and Leo is their target. Maybe Leo can get Troy off his back, avoid Moose (Bruno's huge enforcer), send Gloria's corpse out of England, turn the tables on Bruno's murderous brother Caspar, and outfox Lily. Or is Lily his fox? It's a three-ring circus.","{'Director': 'Rob Walker', 'Writer': 'David Logan'}","{'John Hannah': 'Leo', 'Famke Janssen': 'Lily', 'Peter Stormare': 'Julius', 'Eddie Izzard': 'Troy', 'Fred Ward': 'Elmo', 'Brian Conley': 'Bruno', 'Amanda Donohoe': 'Gloria', 'Jason Watkins': 'Dom', 'Christopher Biggins': 'Arnie'}","['london, england', 'gangster', 'rope', 'swimming pool', 'dark comedy', 'interracial relationship', 'brighton, england, uk', 'american', 'strangulation', 'laptop', 'double cross', 'wig', 'mini cooper', 'broken finger', 'contract killer', 'foot pursuit', 'room service']",Released,English,-,"$14,693.00 ",
It's in the Water (1998),-,-,01/30/1997 (US),1h 40m,-,"When hordes of gays and lesbians come out ""of the closet"" in the fictional town of Azalea Springs, Texas, intolerant residents go into a panic about the water supply.","{'Director, Writer': 'Kelli Herd'}","{'Keri Jo Chapman': 'Alex Stratton', 'Teresa Garrett': 'Grace Miller', 'Derrick Sanders': 'Mark Anderson', 'Timothy Vahle': 'Tomas', 'Barbara Lasater': 'Lily Talbott', 'Nancy Chartier': 'Sloan', 'John Hallum': 'Spencer', 'Beverly May': 'Mrs. Bracken'}","['aids', 'homophobia', 'coming out', 'lesbian relationship', 'male homosexuality', 'woman director']",Released,English,-,-,
"Gate of Heavenly Peace, The (1995)",-,-,10/14/1995 (US),3h,-,"The Gate of Heavenly Peace is a feature-length documentary about the 1989 protest movement, reflecting the drama, tension, humor, absurdity, heroism, and many tragedies of the six weeks from April to June in 1989. The film reveals how the hard-liners within the government marginalized moderates among the protesters (including students, workers and intellectuals), while the actions of radical protesters undermined moderates in the government. Moderate voices were gradually cowed and then silenced by extremism and emotionalism on both sides.","{'Director': 'Carma Hinton', 'Writer': 'John Crowley'}",{},"['chinese communism', 'chinese military', 'social democracy']",Released,English,-,-,
Santitos (1997),-,-,01/23/1999 (US),1h 45m,-,"After St. Jude appears in Esperanza's oven, she sets out to find her daughter, who died under mysterious circumstances. The journey forces Esperanza to challenge her own beliefs and face her fears in order to be reunited with her beloved daughter.",{'Director': 'Alejandro Springall'},"{'Dolores Heredia': 'Esperanza', 'Demián Bichir': 'Cacomixtle', 'Alberto Estrella': 'Ángel', 'Pedro Altamirano': 'Public ministry', 'Roberto Cobo': 'Doña Trini', 'Roger Cudney': 'Scott Haines', 'Maya Zapata': 'Blanca'}",[],Released,English,-,-,
Synthetic Pleasures (1995),-,-,09/13/1995 (CA),1h 25m,technology control passion,"Conceived as an electronic road movie, this documentary investigates cutting edge technologies and their influence on our culture as we approach the 21st century. It takes off from the idea that mankind's effort to tap the power of Nature has been so successful that a new world is suddenly emerging,an artificial reality. Virtual Reality, digital and biotechnology, plastic surgery and mood-altering drugs promise seemingly unlimited powers to our bodies, and our selves. This film presents the implications of having access to such power as we all scramble to inhabit our latest science fictions.",{'Director': 'Iara Lee'},{},"['technology', 'virtual reality', 'drugs', 'woman director', 'cyberculture']",Released,English,-,-,
Vampyros Lesbos (Las Vampiras) (1970),-,18,01/28/1974 (ES),1h 29m,A Psycho-Sexadelic Horror Freakout!,An erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.,"{'Director, Screenplay': 'Jesús Franco', 'Novel': 'Bram Stoker', 'Screenplay': 'Jaime Chávarri'}","{'Soledad Miranda': 'Countess Nadine Carody', 'Ewa Strömberg': 'Linda Westinghouse', 'Dennis Price': 'Dr. Alwin Seward', 'Paul Müller': 'Dr. Steiner', 'Heidrun Kussin': 'Agra', 'José Martínez Blanco': 'Morpho', 'Michael Berling': ""Dr. Seward's Assistant"", 'Andrea Montchal': 'Omar', 'Jesús Franco': 'Memmet'}","['vampire', 'seduction', 'bloodthirstiness', 'sexploitation']",Released,Spanish; Castilian,-,-,
Criminal Lovers (Les Amants Criminels) (1999),-,16,08/17/1999 (FR),1h 36m,Their idea of foreplay was murder,"After a perverted impulse drives them to kill, Alice and her boyfriend, Luc, drag the body into the woods, only to find themselves hopelessly lost – much like the fairy-tale plight of Hansel and Gretel. Starving and with no hope of being found, they chance upon a dilapidated cottage where a hulking man takes them prisoner and proceeds to feed Luc's sexual appetite.","{'Director, Screenplay': 'François Ozon', 'Writer': 'Annabelle Perrichon'}","{'Natacha Régnier': 'Alice', 'Jérémie Renier': 'Luc', 'Miki Manojlović': ""L'homme de la forêt"", 'Salim Kechiouche': 'Saïd', 'Yasmine Belmadi': 'Karim', 'Bernard Maume': 'Le professeur', 'Jean-Louis Debard': 'Le gardien de nuit', 'Catherine Vierne': 'La vendeuse de bijoux', 'Marielle Coubaillon': ""L'hôtesse du supermarché""}","['sexual abuse', 'rape of a male', 'lgbt interest']",Released,French,-,-,
Trans (1998),-,PG,01/07/2000 (US),1h 18m,-,A boy outlaw spends forty-eight dreamlike hours on the run in the American South.,{'Director': 'Julian Goldberger'},{'Ryan Daugherty': 'Ryan Kazinski'},[],Released,English,-,-,
Defying Gravity (1997),-,NR,07/09/1999 (US),1h 32m,Some pledges are for keeps.,"Popular frat guy Griff, the ultimate boy next boy, has a great big secret... Pete. Given an ultimatum by Pete, Griff goes the straight route until things get rough. Ultimately, defying reality is harder than he had ever imagined.","{'Director, Writer': 'John Keitel'}","{'Daniel Chilson': 'John ""Griff"" Griffith', 'Niklaus Lange': 'Todd Bentley', 'Don Handfield': 'Pete Bradley', 'Linna Carter': 'Denetra Washington', 'Lesley Pedersen': 'Heather', 'Ryan Tucker': 'Gary Buchanan', 'Seabass Diamond': 'Matthew ""Doogie"" McDougal', 'Nick Spano': 'Bozzy', 'Katrina Holden Bronson': 'Rachel'}",['gay'],Released,English,-,-,
"James Dean Story, The (1957)",-,-,08/13/1957 (US),1h 21m,The real story of the most talked-about star of our time!,"Released two years after James Dean's death, this documentary chronicles his short life and career via black-and-white still photographs, interviews with the aunt and uncle who raised him, his paternal grandparents, a New York City cabdriver friend, the owner of his favorite Los Angeles restaurant, outtakes from East of Eden, footage of the opening night of Giant, and Dean's ironic PSA for safe driving.","{'Director': 'George W. George', 'Screenplay': 'Stewart Stern'}","{'James Dean': '', 'Martin Gabel': 'Narrator', 'Lew Bracker': '', 'Marvin Carter': '', ""Patsy D'Amore"": '', 'Charles Dean': '', 'Emma Dean': '', 'Louis de Liso': '', 'Arlene Martel': ''}","['icon', 'movie star']",Released,English,-,-,
