titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
"House on Haunted Hill, The (1999)",-,M/18,04/06/2000 (PT),1h 33m,Evil loves to party.,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,"{'Director': 'William Malone', 'Screenplay': 'Dick Beebe', 'Story': 'Robb White'}","{'Geoffrey Rush': 'Stephen H. Price', 'Famke Janssen': 'Evelyn Stockard-Price', 'Ali Larter': 'Sara Wolfe', 'Taye Diggs': 'Eddie Baker', 'Chris Kattan': 'Watson Pritchett', 'Peter Gallagher': 'Donald W. Blackburn, M.D.', 'Bridgette Wilson-Sampras': 'Melissa Margaret Marr', 'Max Perlich': 'Carl Schecter', 'Jeffrey Combs': 'Dr. Richard Benjamin Vannacutt'}","['lunatic asylum', 'aftercreditsstinger']",Released,English,"$37,000,000.00 ","$40,846,082.00 ",
Home Alone 2: Lost in New York (1992),Home Alone 2: Lost in New York (1992),M/6,12/18/1992 (PT),2h,Guess who's alone in New York this Christmas!,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.","{'Director': 'Chris Columbus', 'Screenplay': 'John Hughes'}","{'Macaulay Culkin': 'Kevin McCallister', 'Joe Pesci': 'Harry Lyme', 'Daniel Stern': 'Marv Murchins', ""Catherine O'Hara"": 'Kate McCallister', 'John Heard': 'Peter McCallister', 'Devin Ratray': 'Buzz McCallister', 'Hillary Wolf': 'Megan McCallister', 'Maureen Elisabeth Shay': 'Linnie McCallister', 'Michael C. Maronna': 'Jeff McCallister'}","['holiday', 'new york city', 'burglar', 'slapstick comedy', 'sequel', 'little boy', 'family relationships', 'home invasion', 'family', 'precocious child', 'home alone', 'mischievous child', 'christmas', 'kids on their own', 'child rescue']",Released,English,"$18,000,000.00 ","$358,994,850.00 ",
"Muppets Take Manhattan, The (1984)",The Muppets Take Manhattan (1984),M/6,03/26/1985 (PT),1h 34m,They’re coming to take on Broadway!,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.","{'Director, Screenplay': 'Frank Oz', 'Screenplay': 'Jay Tarses'}","{'Jim Henson': 'Kermit the Frog / Rowlf / Dr. Teeth / Waldorf / Swedish Chef / Ernie / Granny / Horse & Carriage Rider / Link Hogthrob / The Newsman (voice)', 'Frank Oz': 'Miss Piggy / Fozzie / Animal / Bert / Cookie Monster / Ocean Breeze Soap Board Member / Sam the Eagle (voice)', 'Dave Goelz': 'Gonzo / Chester - Rat / Bill - Frog / Zoot / Beauregard / Dog / Dr. Bunsen Honeydew / Penguin (voice)', 'Steve Whitmire': 'Rizzo the Rat / Gill - Frog / Baby Kermit / Chicken / College Student in Audience / Dog / Lew Zealand (voice)', 'Richard Hunt': 'Scooter / Statler / Janice / Beaker / Dog (voice)', 'Jerry Nelson': 'Camilla / Lew Zealand / Floyd / Bear / Chicken / Crazy Harry / Dog / Dr. Julias Strangepork / Granny / Penguin / Pops / The Count (voice)', 'Juliana Donald': 'Jenny', 'Lonny Price': 'Ronnie', 'Louis Zorich': 'Pete'}","['new york city', 'career', 'musical', 'pig', 'puppet', 'puppetry']",Released,English,"$8,000,000.00 ","$25,500,000.00 ",
"Messenger: The Story of Joan of Arc, The (1999)",The Messenger: The Story of Joan of Arc (1999),M/16,01/28/2000 (PT),2h 38m,-,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,"{'Director, Screenplay': 'Luc Besson', 'Writer': 'Andrew Birkin'}","{'Milla Jovovich': 'Joan of Arc', 'Dustin Hoffman': 'The Conscience', 'Faye Dunaway': 'Yolande of Aragon', 'John Malkovich': 'Charles VII', 'Vincent Cassel': 'Gilles de Rais', 'Tchéky Karyo': 'Jean de Dunois', 'Rab Affleck': 'Comrade', 'Stéphane Algoud': 'Look Out', 'Edwin Apps': 'Bishop'}","['france', 'rape', 'siege', 'biography', 'necrophilia', 'politics', 'orléans', ""hundred years' war"", 'burned alive', 'heroine', 'burned at the stake', 'joan of arc', 'dauphin', '15th century', 'heretic', 'charles vii', 'religious conviction', 'anachronistic', 'trebuchet']",Released,English,"$85,000,000.00 ","$66,976,317.00 ",
"Hand That Rocks the Cradle, The (1992)",The Hand that Rocks the Cradle (1992),M/16,05/29/1992 (PT),1h 50m,Trust is her weapon. Innocence her opportunity. Revenge her only desire.,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.","{'Director': 'Curtis Hanson', 'Screenplay': 'Amanda Silver'}","{'Annabella Sciorra': 'Claire Bartel', 'Rebecca De Mornay': 'Mrs. Mott / Peyton Flanders', 'Matt McCoy': 'Michael Bartel', 'Ernie Hudson': 'Solomon', 'Madeline Zima': 'Emma Bartel', 'Julianne Moore': 'Marlene Craven', 'John de Lancie': 'Dr. Victor Mott', 'Kevin Skousen': 'Marty Craven', 'Mitchell Laurance': 'Lawyer'}","['loss of loved one', 'nanny', 'destroy', ""family's daily life"", 'infant', 'rage and hate', 'malice', 'childlessness', 'desire to have children', 'child']",Released,English,"$11,700,000.00 ","$88,036,683.00 ",
Death Becomes Her (1992),Death Becomes Her (1992),M/12,12/11/1992 (PT),1h 44m,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.","{'Author': 'David Koepp', 'Director': 'Robert Zemeckis', 'Writer': 'Martin Donovan'}","{'Meryl Streep': 'Madeline Ashton Menville', 'Bruce Willis': 'Dr. Ernest Menville', 'Goldie Hawn': 'Helen Sharp', 'Isabella Rossellini': 'Lisle von Rhuman', 'Ian Ogilvy': 'Chagall', 'Adam Storke': 'Dakota', 'Nancy Fish': 'Rose', 'Alaina Reed Hall': 'Psychologist', 'Michelle Johnson': 'Anna'}","['jealousy', 'beauty', 'immortality', 'rivalry', 'potion', 'drinking', '2020s']",Released,English,"$55,000,000.00 ","$149,022,650.00 ",
Porky's (1981),-,R,03/19/1982 (CA),1h 34m,Keep an eye out for the funniest movie about growing up ever made!,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.","{'Director, Writer': 'Bob Clark'}","{'Dan Monahan': 'Pee Wee', 'Mark Herrier': 'Billy', 'Wyatt Knight': 'Tommy', ""Cyril O'Reilly"": 'Tim', 'Kaki Hunter': 'Wendy', 'Kim Cattrall': 'Honeywell', 'Tony Ganios': 'Meat', 'Art Hindle': 'Ted Jarvis', 'Doug McGrath': 'Coach Warren'}","['florida', 'virgin', 'everglades', 'stripper', 'redneck', 'school', 'loss of virginity', 'hijinks', 'racism', 'lust', 'peeping tom', 'teaching', 'misadventure', 'sex comedy', 'duringcreditsstinger', 'voyeur', 'virginity', '1950s']",Released,English,"$4,000,000.00 ","$125,728,258.00 ",
Dreamscape (1984),Dreamscape (1984),PG-13,08/15/1984 (US),1h 39m,Close your eyes and the adventure begins.,"A government funded project looks into using psychics to enter people's dreams, with some mechanical help. When a subject dies in their sleep from a heart attack, Alex Gardner becomes suspicious that another of the psychics is killing people in the dreams somehow and that is causing them to die in real life. He must find a way to stop the abuse of the power to enter dreams.","{'Director, Screenplay': 'Joseph Ruben', 'Screenplay, Story': 'David Loughery', 'Screenplay': 'Chuck Russell'}","{'Dennis Quaid': 'Alex Gardner', 'Max von Sydow': 'Doctor Paul Novotny', 'Christopher Plummer': 'Bob Blair', 'Eddie Albert': 'The President', 'Kate Capshaw': 'Jane DeVries', 'David Patrick Kelly': 'Tommy Ray Glatman', 'George Wendt': 'Charlie Prince', 'Larry Gelman': 'Mr. Webber', ""Cory 'Bumper' Yothers"": 'Buddy'}","['usa president', 'monster', 'dream', 'heart', 'telekinesis', 'psychic', 'snake man']",Released,English,-,"$12,145,169.00 ",
"Secret Garden, The (1993)",The Secret Garden (1993),M/12,04/01/1994 (PT),1h 42m,"The timeless tale of a special place where magic, hope and love grow.","A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.","{'Director': 'Agnieszka Holland', 'Novel': 'Frances Hodgson Burnett', 'Screenplay': 'Caroline Thompson'}","{'Kate Maberly': 'Mary Lennox', 'Heydon Prowse': 'Colin Craven', 'Andrew Knott': 'Dickon', 'Maggie Smith': 'Mrs. Medlock', 'Irène Jacob': ""Mary's Mother / Lilias Craven"", 'Laura Crossley': 'Martha', 'John Lynch': 'Lord Archibald Craven', 'Walter Sparrow': 'Ben Weatherstaff', 'Valerie Hill': 'Cook'}","['based on novel or book', 'servant', 'garden', 'uncle', 'yorkshire', 'little girl', 'orphan', 'woman director', 'old mansion', 'english garden']",Released,English,-,-,
"Frighteners, The (1996)",The Frighteners (1996),R,07/18/1996 (US),1h 50m,No Rest for the Wicked.,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.","{'Director, Screenplay': 'Peter Jackson', 'Screenplay': 'Fran Walsh'}","{'Michael J. Fox': 'Frank Bannister', 'Jeffrey Combs': 'Milton Dammers', 'Jake Busey': 'Johnny Charles Bartlett', 'Chi McBride': 'Cyrus', 'Trini Alvarado': 'Dr. Lucy Lynskey', 'Peter Dobson': 'Ray Lynskey', 'John Astin': 'The Judge', 'Jim Fyfe': 'Stuart', 'Troy Evans': 'Sheriff Walt Perry'}","['mother', 'sheriff', 'judge', 'small town', 'fbi', 'architect', 'con man', 'poltergeist', 'funeral', 'widow', 'black humor', 'lovers', 'daughter', 'supernatural', 'hell', 'murder', 'serial killer', 'grim reaper', 'scam', 'reporter', 'doctor', 'car accident', 'investigator', 'widower', 'cult film', 'threat', 'psychotic', 'recluse', 'ghost', 'graveyard', 'multiple murder', 'army sergeant', 'haunted']",Released,English,"$30,000,000.00 ","$29,359,216.00 ",
"Blob, The (1958)",-,M/12,10/17/1958 (PT),1h 26m,It crawls. It creeps. It eats you alive!,"A drive-in favorite, this sci-fi classic follows teenagers Steve and his best girl, Jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man, then it growing to a terrifying size. But no one else has seen the goo, and policeman Dave refuses to believe the kids without proof.","{'Director': 'Irvin S. Yeaworth Jr.', 'Screenplay': 'Kate Phillips'}","{'Steve McQueen': 'Steve Andrews', 'Aneta Corsaut': 'Jane Martin', 'Earl Rowe': 'Lieutenant Dave', 'John Benson': 'Sgt. Jim Bert', 'Robert Fields': 'Tony Gressette', 'James Bonnet': ""'Mooch' Miller"", 'Olin Howland': 'The Old Man', 'George Karas': 'Officer Ritchie', 'Stephen Chase': 'Dr. T. Hallen'}","['monster', 'small town', 'film in film', 'blob', 'meteorite', 'cult film', 'town in panic', 'missing person', 'good cop bad cop', 'space monster', 'fire extinguisher', 'teenage hero', 'kid brother', 'teenage heroine', 'unkillable monster', 'people eater', 'night of horror', 'high school kids']",Released,English,"$110,000.00 ","$4,000,000.00 ",
"Jackal, The (1997)",-,M/12,02/06/1998 (PT),2h 4m,How do you stop an assassin who has no identity?,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.","{'Director': 'Michael Caton-Jones', 'Screenplay': 'Chuck Pfarrer'}","{'Bruce Willis': 'The Jackal', 'Richard Gere': 'Declan Mulqueen', 'Sidney Poitier': 'Carter Preston', 'Diane Venora': 'Major Valentina Koslova', 'J.K. Simmons': 'FBI Agent T. I. Witherspoon', 'Mathilda May': 'Isabella Zanconia', 'John Cunningham': 'FBI Director Donald Brown', 'Jack Black': 'Ian Lamont', 'Stephen Spinella': 'Douglas'}","['showdown', 'terrorist', 'fbi', 'cold war', 'hitman', 'politics', 'montreal, canada', 'russian mafia', 'revenge', 'pretending to be gay', 'ira']",Released,English,"$60,000,000.00 ","$159,330,280.00 ",
Manhattan Murder Mystery (1993),Manhattan Murder Mystery (1993),PG,08/18/1993 (US),1h 44m,-,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,"{'Director, Screenplay': 'Woody Allen', 'Screenplay': 'Marshall Brickman'}","{'Woody Allen': 'Larry Lipton', 'Diane Keaton': 'Carol Lipton', 'Jerry Adler': 'Paul House', 'Alan Alda': 'Ted', 'Anjelica Huston': 'Marcia Fox', 'Lynn Cohen': 'Lilian House', 'Melanie Norris': 'Helen Moss', 'Zach Braff': 'Nick Lipton', 'Joy Behar': 'Marilyn'}","['investigation', 'dark comedy', 'neighbor', 'manhattan, new york city']",Released,English,"$13,500,000.00 ","$11,285,588.00 ",
Three Colors: Red (1994),Three Colors: Red (1994),M/12,10/21/1994 (PT),1h 40m,-,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.","{'Author, Director, Screenplay': 'Krzysztof Kieślowski', 'Author, Screenplay': 'Krzysztof Piesiewicz'}","{'Irène Jacob': 'Valentine Dussaut', 'Jean-Louis Trintignant': 'Richter Joseph Kern', 'Jean-Pierre Lorit': 'Auguste Bruner', 'Frédérique Feder': 'Karin', 'Samuel Le Bihan': 'Photographer', 'Marion Stalens': 'Veterinarian', 'Teco Celio': 'Bartender', 'Bernard Escalon': 'Record Dealer', 'Jean Schlegel': 'Neighbor'}","['weather forecast', 'judge', 'infidelity', 'isolation', 'retiree', 'shadowing', 'english channel', 'geneva, switzerland', 'dog', 'surveillance', 'prediction', 'unlikely friendship', 'the color red', 'intertwined lives', 'love destiny', 'fashion model']",Released,French,-,-,
Anna and the King (1999),Anna and the King (1999),PG-13,12/16/1999 (US),2h 28m,-,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860s. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,"{'Director': 'Andy Tennant', 'Novel': 'Anna Leonowens', 'Screenplay': 'Steve Meerson'}","{'Jodie Foster': 'Anna', 'Chow Yun-fat': 'King Mongkut', 'Bai Ling': 'Tuptim', 'Tom Felton': 'Louis', 'Syed Alwi': 'The Kralahome', 'Randall Duk Kim': 'General Alak', 'Lim Kay Siu': 'Prince Chowfa', 'Melissa Campbell': 'Princess Fa-Ying', 'Keith Chin': 'Prince Chulalongkorn'}","['civil war', 'parent child relationship', 'east india company', 'traitor', 'death penalty', 'thailand', 'palace', 'burma', 'daughter', 'based on true story', 'royalty', 'teacher', 'battle', 'denunciation', '19th century', 'siam', 'victorian era']",Released,English,"$75,000,000.00 ","$113,996,937.00 ",
Superman IV: The Quest for Peace (1987),Superman IV: The Quest for Peace (1987),M/6,02/01/1989 (PT),1h 30m,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.","{'Screenplay, Story': 'Mark Rosenthal', 'Characters': 'Joe Shuster', 'Director': 'Sidney J. Furie', 'Story': 'Christopher Reeve'}","{'Christopher Reeve': 'Superman / Clark Kent', 'Margot Kidder': 'Lois Lane', 'Gene Hackman': 'Lex Luthor', 'Jackie Cooper': 'Perry White', 'Marc McClure': 'Jimmy Olsen', 'Jon Cryer': 'Lenny', 'Sam Wanamaker': 'David Warfield', 'Mariel Hemingway': 'Lacy Warfield', 'Mark Pillow': 'Nuclear Man'}","['saving the world', 'mountain', 'nuclear missile', 'us army', 'alter ego', 'sequel', 'superhero', 'laboratory', 'convertible', 'super power', 'catholic school', 'newspaper editor', 'nuclear weapons', 'disarmament', 'volcanic eruption', 'great wall of china', 'superhuman strength']",Released,English,"$17,000,000.00 ","$19,300,000.00 ",
Children of a Lesser God (1986),Children of a Lesser God (1986),R,10/03/1986 (US),1h 59m,Love has a language all of its own.,"Starting his new job as an instructor at a New England school for the deaf, James Leeds meets Sarah Norman, a young deaf woman who works at the school as a member of the custodial staff. In spite of Sarah's withdrawn emotional state, a romance slowly develops between the pair.","{'Director': 'Randa Haines', 'Screenplay': 'Hesper Anderson'}","{'William Hurt': 'James Leeds', 'Marlee Matlin': 'Sarah Norman', 'Piper Laurie': 'Mrs. Norman', 'Philip Bosco': 'Dr. Curtis Franklin', 'Allison Gompf': 'Lydia', 'John F. Cleary': 'Johnny', 'Philip Holmes': 'Glen', 'Georgia Ann Cline': 'Cheryl', 'William D. Byrd': 'Danny'}","['deaf-mute', 'deaf', 'listening', 'man woman relationship', 'woman director', 'sign languages']",Released,English,-,"$31,853,080.00 ",
Romeo Must Die (2000),Romeo Must Die (2000),M/16,09/22/2000 (PT),1h 55m,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.","Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","{'Director': 'Andrzej Bartkowiak', 'Screenplay': 'Eric Bernt', 'Story': 'Mitchell Kapner'}","{'Jet Li': 'Han Sing', 'Aaliyah': ""Trish O'Day"", 'Isaiah Washington': 'Mac', 'Russell Wong': 'Kai', 'DMX': 'Silk', 'Delroy Lindo': ""Isaak O'Day"", 'D.B. Woodside': ""Colin O'Day"", 'Jon Kit Lee': 'Po Sing', 'Edoardo Ballerini': 'Vincent Roth'}","['martial arts', 'hip-hop', 'oakland, california', 'east asian lead']",Released,English,"$25,000,000.00 ","$91,036,760.00 ",
Phantasm (1979),-,R,03/28/1979 (US),1h 29m,"If this one doesn’t scare you, you’re already dead.","A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.","{'Director, Writer': 'Don Coscarelli'}","{'Angus Scrimm': 'The Tall Man', 'A. Michael Baldwin': ""Michael 'Mike' Pearson"", 'Bill Thornbury': 'Jody Pearson', 'Reggie Bannister': 'Reggie', 'Kathy Lester': 'Lady in Lavender', 'Terrie Kalbus': ""Fortuneteller's Granddaughter"", 'Kenneth V. Jones': 'Caretaker', 'Susan Harper': 'Girlfriend', 'Lynn Eastman-Rossi': 'Sally'}","['coffin', 'funeral', 'undertaker', 'cult film', 'evil', 'hearse', 'ice cream man', 'mausoleum', 'tall man', 'sentinals', 'sphere']",Released,English,"$300,000.00 ","$11,988,469.00 ",
Little Voice (1998),Little Voice (1998),15,11/05/1998 (US),1h 37m,Finding your own voice can be magic.,"After the death of her father, Little Voice or LV becomes a virtual recluse, never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey, Marilyn Monroe and various other famous female singers. But at night time, LV sings, imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends, who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club, but several problems arise.","{'Director, Screenplay': 'Mark Herman', 'Writer': 'Jim Cartwright'}","{'Brenda Blethyn': 'Mari Hoff', 'Michael Caine': 'Ray Say', 'Ewan McGregor': 'Billy', 'Jane Horrocks': 'LV', 'Jim Broadbent': 'Mr. Boo', 'Annette Badland': 'Sadie', 'Philip Jackson': 'George', 'Adam Fogerty': 'Bouncer', 'Fred Feast': 'Arthur'}","['mother', 'parent child relationship', 'talent', 'northern england', 'daughter', 'father', 'yorkshire', 'loneliness', 'singer', 'cowardliness', 'pigeon', 'recluse', 'carrier pigeon']",Released,English,-,-,
My Life as a Dog (Mitt liv som hund) (1985),-,7,12/12/1985 (SE),1h 42m,-,"A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden.","{'Director, Screenplay': 'Lasse Hallström', 'Novel, Screenplay': 'Reidar Jönsson', 'Screenplay': 'Per Berglund'}","{'Anton Glanzelius': 'Ingemar Johansson', 'Tomas von Brömssen': ""Ingemar's Uncle Gunnar"", 'Anki Lidén': ""Ingemar's Mother"", 'Melinda Kinnaman': 'Saga', 'Kicki Rundgren': ""Gunnar's Wife Ulla"", 'Lennart Hjulström': 'The Artist', 'Ing-Marie Carlsson': 'Berit', 'Leif Ericson': 'Uncle Sandberg', 'Christina Carlwind': 'Mrs. Sandberg'}","['underdog', 'based on novel or book', 'sweden', 'uncle', 'loneliness', 'rural area', 'dog', 'tomboy', '1950s', 'boxing']",Released,Swedish,-,-,
Circle of Friends (1995),-,PG-13,04/07/1995 (US),1h 43m,For everyone who ever thought the person they loved was out of their reach,"Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?","{'Director': ""Pat O'Connor"", 'Novel': 'Maeve Binchy', 'Writer': 'Andrew Davies'}","{""Chris O'Donnell"": 'Jack Foley', 'Minnie Driver': ""Bernadette 'Benny' Hogan"", ""Geraldine O'Rawe"": 'Eve Malone', 'Saffron Burrows': 'Nan Mahon', 'Alan Cumming': 'Sean Walsh', 'Colin Firth': 'Simon Westward', 'Aidan Gillen': 'Aidan Lynch', 'John Kavanagh': 'Brian Mahon', 'Ciarán Hinds': 'Professor Flynn'}","['college', 'forbidden love', 'moral conflict', 'childhood friends']",Released,English,-,-,
"Virgin Suicides, The (1999)",The Virgin Suicides (1999),M/16,06/16/2000 (PT),1h 37m,"Beautiful, mysterious, haunting, invariably fatal. Just like life.","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.","{'Director, Screenplay': 'Sofia Coppola', 'Novel': 'Jeffrey Eugenides'}","{'Kirsten Dunst': 'Lux Lisbon', 'Josh Hartnett': 'Trip Fontaine', 'James Woods': 'Mr. Lisbon', 'Kathleen Turner': 'Mrs. Lisbon', 'Michael Paré': 'Adult Trip Fontaine', 'Scott Glenn': 'Father Moody', 'Danny DeVito': 'Dr. Horniker', 'A.J. Cook': 'Mary Lisbon', 'Hanna Hall': 'Cecilia Lisbon'}","['based on novel or book', 'michigan', '1970s', 'coming of age', 'family', 'woman director']",Released,English,"$6,000,000.00 ","$10,409,377.00 ",
Of Mice and Men (1992),Of Mice and Men (1992),PG-13,10/02/1992 (US),1h 50m,"We have a dream. Someday, we'll have a little house and a couple of acres. A place to call home.","Two drifters, one a gentle but slow giant, try to make money working the fields during the Depression so they can fulfill their dreams.","{'Director': 'Gary Sinise', 'Novel': 'John Steinbeck', 'Screenplay': 'Horton Foote'}","{'John Malkovich': 'Lennie Small', 'Gary Sinise': 'George Milton', 'Ray Walston': 'Candy', 'Casey Siemaszko': 'Curley', 'Sherilyn Fenn': ""Curley's Wife"", 'John Terry': 'Slim', 'Richard Riehle': 'Carlson', 'Alexis Arquette': 'Whitt', 'Joe Morton': 'Crooks'}","['dream', 'worker', 'country life', 'farm worker', 'farm', 'error', 'great depression']",Released,English,-,"$5,471,088.00 ",
"Astronaut's Wife, The (1999)",The Astronaut's Wife (1999),R,08/26/1999 (US),1h 49m,How well do you know the one you love?,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?","{'Director, Screenplay': 'Rand Ravich'}","{'Johnny Depp': 'Commander Spencer Armacost', 'Charlize Theron': 'Jillian Armacost', 'Joe Morton': 'Sherman Reese', 'Clea DuVall': 'Nan', 'Nick Cassavetes': 'Captain Alex Streck', 'Donna Murphy': 'Natalie Streck', 'Gary Grubbs': 'NASA Director', 'Blair Brown': 'Shelly McLaren', 'Tom Noonan': 'Jackson McLaren'}","['husband wife relationship', 'pregnancy', 'space travel', 'space', 'mission', 'astronaut']",Released,English,"$75,000,000.00 ","$19,598,588.00 ",
Hard-Boiled (Lashou shentan) (1992),-,R,04/16/1992 (HK),2h 6m,"As a cop, he has brains, brawn, and an instinct to kill.",A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,"{'Author, Director': 'John Woo', 'Screenplay': 'Gordon Chan'}","{'Chow Yun-fat': ""Insp. 'Tequila' Yuen"", 'Tony Leung Chiu-wai': 'Alan', 'Anthony Wong': 'Johnny Wong', 'Teresa Mo': 'Teresa Chang', 'Philip Chan Yan-Kin': 'Supt. Pang', 'Philip Kwok Chun-Fung': 'Mad Dog', 'Kwan Hoi-San': 'Mr. Hoi', 'Stephen Tung Wai': 'Little Ko / Fox', 'Bowie Lam': 'Ah Lung'}","['arms smuggling', 'inspector', 'arms dealer', 'hong kong', 'drugs']",Released,Cantonese,"$4,500,000.00 ",-,
Stand and Deliver (1987),Stand and Deliver (1988),PG,03/11/1988 (US),1h 43m,"At a tough school, someone had to take a stand...and someone did. Together, one teacher and one class proved to America they could...","Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.","{'Director, Writer': 'Ramón Menéndez', 'Writer': 'Tom Musca'}","{'Edward James Olmos': 'Jaime A. Escalante', 'Lou Diamond Phillips': 'Angel Guzman', 'Rosanna DeSoto': 'Fabiola Escalante', 'Andy García': 'Dr. Ramirez', 'Estelle Harris': 'Secretary', 'Mark Phelan': 'Cop', 'Virginia Paris': 'Raquel Ortega', 'Eliot': 'Tito (as Mark Eliot)', 'Adelaida Alvarez': 'Sexy Girl'}","['education', 'mathematics', 'drop-out', 'based on true story', 'teacher', 'high school teacher', 'mexican american']",Released,English,-,"$13,994,920.00 ",
